Name,STCC,group
"SHOVELS, PLASTIC, WITH HANDLES OF SAME OR OTHER MATERIALS, WITH OR WITHOUT BRUSHES, SCRAPERSOR CARRYING CASES",3072976,FOOD & BEVERAGES
"WATERERS, BIRD OR ANIMAL,CONSISTING OF A PLASTIC BOTTLE, WITH DISPENSER, CARD MOUNTED",3072980,FOOD & BEVERAGES
"PALLETS, PLATFORMS OR SKIDS, FOR LIFT TRUCKS, PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAM PLASTIC, WITHOUT BODIES, ENCLOSURES, ENDS,SIDES, STANDARDS OR STACK",3072990,FOOD & BEVERAGES
CHAMOIS LEATHER,3111110,FOOD & BEVERAGES
"LEATHER BELLIES, SHOULDERS OR SPLITS, ROUGH",3111115,FOOD & BEVERAGES
"LEATHER, IN ORIGINAL TANNERY SHAPES, NOT CUT TO SHAPE FOR FINAL USE, VIZ. CATTLE HIDE, HORSEHIDE, LAMBSKIN, PIGSKIN OR SHEEPSKIN, NOTINCLUDING CALF OR KIP SKIN",3111121,FOOD & BEVERAGES
"BLUE CHROME LEATHER SPLITS OR STOCK, PARTIALLY TANNED AND HAVING MOISTURE CONTENT NOT LESS THAN 30 PERCENT",3111125,FOOD & BEVERAGES
PANCAKE LEATHER,3111140,FOOD & BEVERAGES
"LEATHER, N.E.C.",3111190,FOOD & BEVERAGES
"ROUGH BELTING BUTTS OR BUTT ENDS, LEATHER, OR TRANSMISSION BELTING LEATHER",3121110,FOOD & BEVERAGES
"BOX TOES, BOOT OR SHOE",3131115,FOOD & BEVERAGES
"BOOT OR SHOE HEEL OR ARCHCOUNTERS, HEELS, PADS, SHANKS, SOLES, TAPS OR WELTING, OR FILLERS OR PLUGS, COMPOSITION, FIBREBOARD, LEATHERBOARD,PLASTIC, OTHER THAN C",3131120,FOOD & BEVERAGES
"BOOT OR SHOE HEEL OR SOLECIRCLETS OR RAILS, METAL,OR HEEL OR SOLE PLATES ORTAPS, METAL, N.E.C.",3131122,FOOD & BEVERAGES
"CLEATS, ATHLETIC SHOE, RUBBER, STEEL, OR RUBBER AND STEEL",3131123,FOOD & BEVERAGES
"SOLE LEATHER CUT STOCK, OR SOLES, HEELS, TAPS, COUNTERS OR WELTING",3131155,FOOD & BEVERAGES
"BOOT OR SHOE FINDINGS, N.E.C., OR HEEL CUSHIONS, FELT OR RUBBER",3131190,FOOD & BEVERAGES
"BOOTS OR SHOES, WOOD OR LEATHER WITH WOOD SOLES",3141115,FOOD & BEVERAGES
"BOOTS OR SHOES, CANVAS",3141120,FOOD & BEVERAGES
"BOOTS OR SHOES, FELT OR WOOL",3141130,FOOD & BEVERAGES
"LEATHER BOOTS OR SHOES, OLD USED, REBUILT OR REPAIRED",3141135,FOOD & BEVERAGES
"BOOTS OR SHOES, N.E.C.",3141190,FOOD & BEVERAGES
"BOXES, LEATHER",3161110,FOOD & BEVERAGES
"MUSICAL INSTRUMENT CASES,NEC, WOODEN, NOT COVERED",3161113,FOOD & BEVERAGES
"MUSICAL INSTRUMENT CASES,NEC, WOODEN, COVERED WITHFABRIC OR LEATHER, OR OTHER THAN WOODEN",3161116,FOOD & BEVERAGES
"CARRYING CASES, SOUND RECORDING, DISC TYPE, TAPE OR WIRE",3161118,FOOD & BEVERAGES
"GUN CARRYING CASES, N.E.C.",3161119,FOOD & BEVERAGES
"TOILET CASES CONTAINING TOILET SETS OR MANICURE SETS, NOT PLATED NOR TRIMMED WITH SILVER OR OTHER PRECIOUS METAL",3161125,FOOD & BEVERAGES
"CASES, CARRYING, REEL OR SLIDE, N.E.C.",3161128,FOOD & BEVERAGES
"CASES, SLIDE CARRYING OR STORAGE, SHEET STEEL",3161129,FOOD & BEVERAGES
"CASES, ARCHERY BOW, CAMERA, CAMERA EQUIPMENT,FILM PROJECTOR OR GUN CARRYING, ALUMINUM, WITH INTERIOR CUSHIONING OR SEPARATORS",3161130,FOOD & BEVERAGES
"TRUNK LOCKERS, ARMY, OR MILITARY EQUIPMENT CHESTS",3161131,BUILDING PRODUCTS
"BRIEF CASES, ENVELOPES ORPORTFOLIOS, PLASTIC, EACHNOT OVER 1/8 INCH THICK EXCLUDING THICKNESS OF CLOSING DEVICE, WITHOUT CARRYING GRIPS OR HANDLES",3161133,FOOD & BEVERAGES
BRIEF CASES,3161134,FOOD & BEVERAGES
"CARRYING CASES, N.E.C.",3161137,FOOD & BEVERAGES
SUIT CASES,3161143,FOOD & BEVERAGES
"TELESCOPES, LUGGAGE",3161152,FOOD & BEVERAGES
"CASES, CARRYING, ELECTRONIC TUBE",3161158,FOOD & BEVERAGES
"TRAVELING BAGS, SYNTHETICPLASTIC, INSULATED OR PADDED",3161161,FOOD & BEVERAGES
"TRUNKS, N.E.C., OR FOOT LOCKERS, N.E.C., OR SALES- MANS SAMPLE TRUNKS, WITH TRAYS OR INNER CASES",3161164,FOOD & BEVERAGES
"PET CARRIERS OR CASES, PLASTIC",3161169,FOOD & BEVERAGES
"POCKETBOOKS OR PURSES, ORLADIES HAND BAGS",3161173,FOOD & BEVERAGES
"JEWELRY BOXES, METAL OR WOODEN OR METAL OR WOOD AND PAPERBOARD COMBINED",3161175,FOOD & BEVERAGES
"BOXES, JEWELRY, PAPERBOARD",3161176,FOOD & BEVERAGES
"BOXES OR CASES FOR TOILETARTICLES OR MANICURE SETS, INCLUDING LINED OR COVERED, WOOD OR METAL ORWOOD OR METAL AND PAPERBOARD COMBINED",3161177,FOOD & BEVERAGES
"TRAVELING BAGS OR VALISES, N.E.C.",3161190,FOOD & BEVERAGES
"DOFFER BASKETS OR HAMPERS, RAW HIDE",3199910,FOOD & BEVERAGES
"WHEELS, N.E.C., OR WHEEL BLANKS, INCLUDING GEAR ORPINION, RAWHIDE",3199945,FOOD & BEVERAGES
"STRAPS, LEATHER, WITH FASTENINGS, N.E.C.",3199970,FOOD & BEVERAGES
"LEATHER GOODS, N.E.C.",3199990,FOOD & BEVERAGES
"WINDOW GLASS, OTHER THAN PLATE, EDGE ENCASED, NOT BENT",3211120,BUILDING PRODUCTS
"PLATE GLASS BLANKS, ROUGH, NOT GROUND NOR POLISHED",3211225,BUILDING PRODUCTS
"WINDSHIELDS, NOT BENT (FLAT MOTOR VEHICLE GLASSIN METAL FRAMES)",3211310,BUILDING PRODUCTS
"AIRCRAFT GLASS, CUT TO SHAPE, 130 UNITED INCHES OR UNDER",3211315,BUILDING PRODUCTS
"GLASS, AUTOMOBILE OR BOAT, CUT TO SHAPE, 130 UNITED INCHES OR UNDER, BENT",3211321,AUTOMOTIVE
"GLASS, AUTOMOBILE OR BOAT, CUT TO SHAPE, 130 UNITED INCHES OR UNDER, NOT BENT",3211322,BUILDING PRODUCTS
"GLAZING UNITS, GLASS, NOTIN SASH, CONSISTING OF SHEETS OF GLASS SEPARATEDBY AIR OR VACUUM SEALED AT ALL EDGES",3211912,BUILDING PRODUCTS
"BUILDING SLABS, N.E.C., OPAQUE GLASS, 5/16 INCH THICK OR LESS",3211915,BUILDING PRODUCTS
GLASS DOORS,3211920,BUILDING PRODUCTS
"GLASS, FLASHED OR RUBY, NOT FRAMED NOR LEADED",3211925,BUILDING PRODUCTS
"GLASS, LEADED",3211930,BUILDING PRODUCTS
"FACETED GLASS, COLORED ORPLAIN, IN PANELS, TO BE USED FOR SETTING IN CEMENT, CONCRETE OR PLASTIC RESINS TO FORM DESIGNS, PATTERNS OR PICTURES",3211938,BUILDING PRODUCTS
"GLASS, ROLLED, OVERLAID WITH ALUMINUM STRIPS",3211940,BUILDING PRODUCTS
"GLASS, ROLLED, BENT, HAVING INTERNAL DIFFUSINGDESIGNS",3211945,BUILDING PRODUCTS
"GLASSES, GAUGE, SOLID FLAT GLASS",3211958,BUILDING PRODUCTS
"GLASS, FLAT, UNCUT, UNFINISHED, NOT GROUND NOR POLISHED",3211965,BUILDING PRODUCTS
"TOPS, COUNTER OR TABLE, OPAQUE GLASS, N.E.C.",3211975,BUILDING PRODUCTS
"SHELVES, SHELVING OR DIVIDERS, NOT BENT NOR CURVED, CABINET OR COUNTER, FLAT GLASS",3211976,BUILDING PRODUCTS
"GLASS, FLAT, N.E.C., BENT, EXCEEDING 15 FEET IN LENGTH OR 9 FEET IN BREADTH",3211977,BUILDING PRODUCTS
"GLASS, FLAT, N.E.C., BENT, EXCEEDING 220 UNITED INCHES BUT NOT EXCEEDING 15 FEET IN LENGTH NOR 9 FEET IN BREADTH",3211978,BUILDING PRODUCTS
"GLASS, FLAT, N.E.C., BENT, 220 UNITED INCHES OR LESS",3211979,BUILDING PRODUCTS
"GLASS, FLAT, N.E.C., NOT BENT, EXCEEDING 15 FEET IN LENGTH OR 9 FEET IN BREADTH",3211980,BUILDING PRODUCTS
"GLASS, FLAT, N.E.C., NOT BENT, EXCEEDING 220 UNITED INCHES BUT NOT EXCEEDING 15 FEET IN LENGTH NOR 9 FEET IN BREADTH",3211981,BUILDING PRODUCTS
"GLASS, FLAT, N.E.C., NOT BENT, 220 UNITED INCHES OR LESS",3211982,BUILDING PRODUCTS
"GLASS, POLISHED",3211987,BUILDING PRODUCTS
"GLASS, FLAT, SILVERED FORMIRRORS, OR SHOCK GLASS (WINDOW GLASS, SILVERED),NOT FRAMED, NOR BACKED NOR EQUIPPED WITH HANGERSOR FASTENING DEVICES, BENT, EXCEEDING",3211990,BUILDING PRODUCTS
"GLASS, FLAT, SILVERED FORMIRRORS, OR SHOCK GLASS (WINDOW GLASS, SILVERED),NOT FRAMED, NOR BACKED NOR EQUIPPED WITH HANGERSOR FASTENING DEVICES, NOTBENT, 220 UNI",3211994,BUILDING PRODUCTS
"BOXES, GLASS",3221110,FOOD & BEVERAGES
"CAPS, COVERS OR TOPS, OTHER THAN DISPLAY, FOR BOTTLES, CANS, GLASSES ORJARS, OR CAN BOTTOMS, GLASS, OR GLASS AND METAL",3221116,FOOD & BEVERAGES
"AQUARIUMS, GLASS, CAPACITY OVER 1/2 GALLON",3221120,FOOD & BEVERAGES
"AQUARIUMS, GLASS, 1/2 GALLON OR LESS",3221122,FOOD & BEVERAGES
"BATTERY JARS, GLASS",3221125,FOOD & BEVERAGES
"FISH GLOBES, GLASS, CAPACITY 1/2 GALLON OR LESS",3221130,FOOD & BEVERAGES
"AQUARIUMS, GLASS, WITH PLASTIC FRAMES",3221132,FOOD & BEVERAGES
"JELLY GLASSES OR TUMBLERS, GLASS",3221152,FOOD & BEVERAGES
"JARS, SHOW, GLASS, WITH METAL DOORS, OTHER THAN CUT",3221154,FOOD & BEVERAGES
"BOTTLE STOPPERS, GLASS, OTHER THAN CUT OR GROUND",3221170,FOOD & BEVERAGES
"MILK BOTTLES OR FRUIT JARS, GLASS",3221182,FOOD & BEVERAGES
"BOTTLES, CARBOYS, DEMIJOHNS OR JARS, N.E.C., GLASS, OTHER THAN CUT, ONE GALLON OR LESS IN CAPACITY",3221220,FOOD & BEVERAGES
"BOTTLES, CARBOYS, DEMIJOHNS OR JARS, N.E.C., GLASS, OTHER THAN CUT, EXCEEDING ONE GALLON, TO AND INCLUDING FIVE GALLONS IN CAPACITY",3221223,FOOD & BEVERAGES
"BOTTLES, CARBOYS, DEMIJOHNS OR JARS, N.E.C., GLASS, OTHER THAN CUT, EXCEEDING FIVE GALLONS INCAPACITY",3221226,FOOD & BEVERAGES
"SIPHON BOTTLES, GLASS, OTHER THAN CUT, FITTED WITH SIPHONS",3221275,FOOD & BEVERAGES
"BOTTLES, GLASS, INSULATEDAND JACKETED",3221920,FOOD & BEVERAGES
"COFFEE MAKERS, GLASS, VACUUM TYPE",3229110,FOOD & BEVERAGES
"FIGURES, IMAGES OR ORNAMENTS, NOT STATUARY, N.E.C., GLASS",3229130,FOOD & BEVERAGES
"GLASSWARE, N.E.C.",3229150,FOOD & BEVERAGES
"GLASSWARE, GOLD OR SILVERDEPOSIT, MOUNTED OR TRIMMED IN GOLD OR SILVER",3229155,FOOD & BEVERAGES
"GLASS-CERAMIC WARE OR LAMINATED GLASSWARE, COOKING OR SERVING",3229160,FOOD & BEVERAGES
"BOWLS, GLASS, HOUSEHOLD, WITH RUBBER SUCTION BASES",3229165,FOOD & BEVERAGES
"COFFEE POTS, DRIP, CHINA OR GLASS AND METAL",3229170,FOOD & BEVERAGES
"GLASS AQUARIUMS, BOWLS ORGLOBES, WATER FILLED AND SEALED, CONTAINING FIGURES, FLOWERS, FOLIAGE, IMAGES OR ORNAMENTS",3229171,FOOD & BEVERAGES
"GOBLETS OR TUMBLERS, GLASS, MACHINE MADE, OTHER THAN CUT",3229180,FOOD & BEVERAGES
"BOWLS, SEMI-INDIRECT LIGHTING, GLASS",3229215,FOOD & BEVERAGES
"OIL LAMPS, N.E.C., AND GLASSLAMP PARTS, MIXED LOAD",3229219,FOOD & BEVERAGES
"BULBS, INCANDESCENT LAMP,GLASS, WITHOUT METAL FITTINGS",3229225,FOOD & BEVERAGES
"GLOBES, BOWLS, CHIMNEYS, DIFFUSERS, LENSES, REFLECTORS, REFRACTORS ORSHADES, LAMP OR LIGHTING FIXTURE, GLASS, N.E.C., OR LAMP OR LIGHTING FIXTURE PARTS, GLASS, HAN",3229250,FOOD & BEVERAGES
"GLOBES, BOWLS, CHIMNEYS, DIFFUSERS, LENSES, REFLECTORS, REFRACTORS ORSHADES, LAMP OR LIGHTING FIXTURE, GLASS, N.E.C., OR LAMP OR LIGHTING FIXTURE PARTS, GLASS, OTH",3229251,FOOD & BEVERAGES
"LAMP GLOBES OR SHADES, GLASS, COPPERED, LEADED OR PERMANENTLY FRAMED",3229255,FOOD & BEVERAGES
"REFLECTORS, GLASS",3229270,FOOD & BEVERAGES
"LANTERN GLOBES, OTHER THAN MICA",3229275,FOOD & BEVERAGES
"FLUORESCENT LIGHT TUBES, GLASS, WITHOUT FITTINGS",3229280,FOOD & BEVERAGES
"GLOBES, REFRACTORS OR SHADES, STREET LAMP OR OUTDOOR LIGHTING, GLASS, PRESSED OR CAST WITH LIGHT REFRACTING DESIGNS",3229284,FOOD & BEVERAGES
GLASS FIBRE ROVINGS OR STRANDS,3229310,BUILDING PRODUCTS
"YARN, GLASS FIBRE",3229311,BUILDING PRODUCTS
"MATS, PADS OR SHEETS, REINFORCING, GLASS FIBRE,WOVEN",3229315,BUILDING PRODUCTS
"MATS, PADS OR SHEETS, REINFORCING, GLASS FIBRE,NOT WOVEN",3229316,BUILDING PRODUCTS
"MATS OR PADS, GLASS WOOL,NEC",3229320,BUILDING PRODUCTS
"FELT, GLASS FIBER",3229325,
"FELT, GLASS FIBRE, BUILDING, ROOFING OR SHEATHING",3229325,BUILDING PRODUCTS
"PIPE OR DUCT, GLASS FIBREWITH BINDER, NOT GLASS REINFORCED PLASTIC",3229331,BUILDING PRODUCTS
"DOORS, MIRRORED, WITH FRAMES OR BACKING, WITH OR WITHOUT FITTINGS OR HARDWARE N.E.C.ESSARY FOR INSTALLATION",3229445,FOOD & BEVERAGES
"MIRRORS, WITH WALL SCONCES OR CONSOLES IN SAME PACKAGE",3229450,FOOD & BEVERAGES
"TILE, MIRROR, GLASS",3229470,FOOD & BEVERAGES
"MIRRORS, N.E.C.",3229490,FOOD & BEVERAGES
"GLASS BRICKS OR GLASS BLOCKS, N.E.C.",3229510,BUILDING PRODUCTS
"LIGHTS, FLOOR, ROOF, SIDEWALK OR VAULT, N.E.C. CONSISTING OF METAL OR CONCRETE FRAMES CONTAINING GLASS BRICKS OR BLOCKS",3229515,BUILDING PRODUCTS
"SKYLIGHT, ROOFING OR SIDEWALL CONSTRUCTION MATERIAL, CONSISTING OF ROLLED GLASS, WIRED OR NOT WIRED, AND INSTALLATION ACCESSORIES",3229520,BUILDING PRODUCTS
"WINDOWS OR GLASS WINDOW LIGHTS OR BLOCKS, RADIATION SHIELDING",3229525,BUILDING PRODUCTS
"BULBS, ELECTRONIC TUBE, RADIO TUBE OR VACUUM TUBE, GLASS, EXCEEDING 7 INCHES IN GREATEST DIMENSION, WITHOUT METAL FITTINGS, EXCEPT BULBS FOR CATHODE RAY TUBES M",3229615,FOOD & BEVERAGES
"BULBS, ELECTRONIC TUBE, RADIO TUBE OR VACUUM TUBE, GLASS, 7 INCHES OR LESS IN GREATEST DIMENSION, WITHOUT METAL FITTINGS, EXCEPT BULBS FOR CATHODE RAY TUBES MAY",3229616,FOOD & BEVERAGES
"PLATES, FACE OR IMPLOSION, TV OR TV TUBE,GLASS",3229620,FOOD & BEVERAGES
"OPTICAL LENS BLANKS, N.E.C.,NOT SURFACE GROUND NOR POLISHED",3229918,BUILDING PRODUCTS
"OPTICAL GLASS, NOT GROUNDNOR POLISHED, IN THE ROUGH",3229920,BUILDING PRODUCTS
"GLASS, CRUSHED, GROUND ORPOWDERED",3229922,CONSTRUCTION PRODUCTS
CULLET (BROKEN GLASS),3229924,CONSTRUCTION PRODUCTS
GLASS CULLET,3229924,
"GLASS SPHERES, N.E.C., OR BEADS, SOLID OR HOLLOW, EXCEPT HOLLOW BEADS OR SPHERES USED FOR DECORATION OR JEWELRY",3229927,BUILDING PRODUCTS
"LIGHTNING ROD BALLS, GLASS",3229933,BUILDING PRODUCTS
BALLOTINI (DECORATIVE GLASS GLOBULES),3229934,BUILDING PRODUCTS
"PROTECTIVE COVER SHADES, GLASS, OTHER THAN CUT",3229939,BUILDING PRODUCTS
"LABORATORY GLASSWARE, VIZ. PIPETTES, N.E.C., BEAKERS, BULBS, EVAPORA- TORS, TEST TUBES OR WORMS",3229944,BUILDING PRODUCTS
"GLASSWARE, N.E.C., IN MIXED LOADS WITH GLASS BOTTLES OR JARS, OTHER THAN CUT, NOT EXCEEDING 5 GALLON CAPACITY, GLASS DOOR OR DRAWER KNOBS, GLASS LAMP CHIMNEYS, GLA",3229950,BUILDING PRODUCTS
"STRAIGHT RODS OR TUBING, N.E.C., GLASS",3229956,BUILDING PRODUCTS
"SMOKERS OR TOILET SETS, GLASS, OTHER THAN CUT",3229958,BUILDING PRODUCTS
"THREAD GUIDE RODS, GLASS",3229960,BUILDING PRODUCTS
"ELECTRIC WIRE INSULATORS,NEC, GLASS OR GLASS AND IRON, OR IRON PARTS",3229968,BUILDING PRODUCTS
"MARBLES, GLASS, N.E.C.",3229970,BUILDING PRODUCTS
"PELLETS, GLASS, CRUDE",3229972,BUILDING PRODUCTS
"FRACTURE PROPPING OR SUPPORTING PELLETS, SHOT OR SPHERES, OIL WELL, GLASS",3229973,BUILDING PRODUCTS
"SMOKERS ASH TRAYS, GLASS AND RUBBER COMBINED, OR GLASS OR METAL AND WEIGHTED FABRIC POUCH",3229974,BUILDING PRODUCTS
"HIGHWAY MARKING STRIP SPHERES, GLASS",3229976,BUILDING PRODUCTS
"TILE, FACING OR FLOORING,OR MOLDING, FACING, BASEBOARD OR COVE, GLASS,PLAIN OR COLORED, BACKED WITH RUBBER COMPOSITION",3229987,BUILDING PRODUCTS
"GLASS, SINGLE LAYER, CUT TO SHAPE FOR BODY PROTECTIVE SHIELDS, GOGGLES, HELMETS OR SUNGLASSES, OTHER THAN OPTICALLY GROUND FOR VISION CORRECTIVE PURPOSES",3229990,BUILDING PRODUCTS
CEMENT CLINKER,3241110,
"CEMENT, HYDRAULIC, PORTLAND",3241115,
PORTLAND CEMENT,3241115,
CEMENT FLUE DUST,3241120,CONSTRUCTION PRODUCTS
ROOFING TILE CEMENT,3241125,CONSTRUCTION PRODUCTS
"CEMENT, HYDRAULIC, MASONRY OR MORTAR",3241130,
TILE GROUT,3241135,FOOD & BEVERAGES
"PATCHING COMPOUND, CEMENTOR CONCRETE",3241210,CONSTRUCTION PRODUCTS
"CEMENT CLINKER GRINDING COMPOUND, DRY",3241215,CONSTRUCTION PRODUCTS
ACID-PROOF (BUILDING) CEMENT,3241220,CONSTRUCTION PRODUCTS
"CEMENT COMPOUND, BUILDINGOR FLOOR, OR PLASTERBOARDTOPPING CEMENT, DRY",3241225,CONSTRUCTION PRODUCTS
"BUILDING MORTAR, N.E.C., DRY",3241230,CONSTRUCTION PRODUCTS
"CONCRETE MIX, DRY",3241235,CONSTRUCTION PRODUCTS
AERATED AUTOCLAVED CONCRETE,3241240,CONSTRUCTION PRODUCTS
CEMENT AND EXPANDED VERMICULITE,3241245,CONSTRUCTION PRODUCTS
BUILDING BRICK,3251115,
"BUILDING BRICK, COMMON, OTHER THAN HOLLOW, CLAY OR SHALE",3251115,BUILDING PRODUCTS
"BUILDING BRICK, PRESSED, CLAY OR SHALE",3251116,BUILDING PRODUCTS
"PAVING BRICK, N.E.C., CLAY OR SHALE",3251117,BUILDING PRODUCTS
"BRICK, CHANNEL OR DOUBLE CHANNEL, CLAY OR SHALE",3251118,BUILDING PRODUCTS
BRICK,3251135,
"BUILDING BRICK, COMMON ORFACE, HOLLOW, CLAY OR SHALE, NOT ENAMELED NOR GLAZED",3251135,BUILDING PRODUCTS
"BUILDING OR FACING BLOCKS, CLAY OR SHALE, HOLLOW, PERFORATED OR SOLID, NOT ENAMELED NOR GLAZED",3251137,BUILDING PRODUCTS
"BRICK, CLAY OR SHALE, OTHER THAN GLAZED",3251150,BUILDING PRODUCTS
"BRICK, WIRE CUT (NOT PRESSED), FIREPLACE",3251155,BUILDING PRODUCTS
"BRICK, ENAMELED OR GLAZED, OTHER THAN LEAD, SALT OR ZINC GLAZED",3251210,BUILDING PRODUCTS
"BRICK, LINING, PORCELAIN",3251215,BUILDING PRODUCTS
"BRICK, CLAY OR SHALE, LEAD, SALT OR ZINC GLAZED",3251220,BUILDING PRODUCTS
"HOLLOW BUILDING TILE, CLAY OR SHALE, ENAMELED OR GLAZED, OTHER THAN LEAD, SALT OR ZINC GLAZED",3251225,BUILDING PRODUCTS
"TILE, BUILDING, HOLLOW, LEAD, SALT OR ZINC GLAZED, OR PLAIN",3251230,BUILDING PRODUCTS
"TILE, BRICK FACING, MOUNTED ON EXPANDED PLASTIC",3251241,BUILDING PRODUCTS
"TILE OR TILING, FACING, OR MOLDING, FACING, BASEBOARD OR COVE, CLAY, GLAZED OR NOT GLAZED, N.E.C.",3251245,BUILDING PRODUCTS
"TILE OR TILING, FACING ORFLOORING, OR FACING COVE OR MOLDING, DECORATED ART",3251250,BUILDING PRODUCTS
"QUARRY TILE OR TILING, FLOORING, PAVING OR PROMENADE",3253125,BUILDING PRODUCTS
"TILE, FLOORING OR PAVING",3253125,
"FLOORING TILE OR TILING, CLAY, GLAZED OR NOT GLAZED, N.E.C.",3253130,BUILDING PRODUCTS
"FIRE BRICK, N.E.C., OR FIRE BRICK SHAPES OR FIRE CLAYPAVING BRICK",3255110,BUILDING PRODUCTS
"BRICK, STOVE (STOVE LINING SHAPES)",3255115,BUILDING PRODUCTS
"TILE OR TILING, FACING ORFLOORING, OR FACING MOLDING, BASEBOARD OR COVE, EARTHENWARE, GLAZEDOR NOT GLAZED, N.E.C.",3255117,BUILDING PRODUCTS
"FIRE CLAY OR SHALE, GROUND FIRE BRICK AND WATER COMBINED",3255120,BUILDING PRODUCTS
"CRUCIBLES OR SCORIFIERS, CLAY",3255135,BUILDING PRODUCTS
"GLASS FACTORY FLATTENING STONES, FLOATS, GATHERINGRINGS OR POT RINGS, OR GLASSHOUSE POTS, CLAY",3255140,BUILDING PRODUCTS
"TANKS, ACID BATH OR ACID STORAGE, BRICK",3255165,BUILDING PRODUCTS
"BRICK, POURING (MOLD HOT TOPS), CLAY, OR CLAY OR SAND AND GRAPHITE COM- BINED OR MAGNESIA BASE",3255168,BUILDING PRODUCTS
"TUYERES, CLAY",3255170,BUILDING PRODUCTS
FURNACE BRICK OR BLOCKS,3255180,BUILDING PRODUCTS
"BLOCKS, PLATES OR TUBES, SEGMENT SEWER OR SEWAGE TREATMENT, ALUMINUM OXIDE",3255210,BUILDING PRODUCTS
"CEMENT, VERMICULITE, ASBESTOS AND DIATOMACEOUSEARTH",3255220,BUILDING PRODUCTS
"CRUCIBLES OR MUFFLES, ABRASIVE MATERIAL",3255225,BUILDING PRODUCTS
FLINTSTONE LININGS OR SILICA LININGS (SILEX LININGS),3255230,BUILDING PRODUCTS
"GRAPHITE BRICK OR BRIQUETTES, IRON OR STEELALLOYING, NOT MACHINED",3255235,BUILDING PRODUCTS
"GRAPHITE ARTICLES, N.E.C.",3255238,BUILDING PRODUCTS
"CRUCIBLES, GRAPHITE",3255240,BUILDING PRODUCTS
"FURNACE OR KILN LINING ORHIGH TEMPERATURE BONDING MORTAR OR CEMENT, N.E.C.",3255248,BUILDING PRODUCTS
"STOPPERHEADS, CLAY AND GRAPHITE",3255260,BUILDING PRODUCTS
MULLITE,3255265,BUILDING PRODUCTS
"BRICK, GRAPHITE, N.E.C.",3255275,BUILDING PRODUCTS
"CEMENT, MINERAL WOOL (CLAY, GLASS, ROCK OR SLAG WOOL)",3255280,BUILDING PRODUCTS
"INSERTS, REFRACTORY, INGOT MOLD OR STOOL PROTECTING, CONSISTING OFCARBON, GRAPHITE, SILICONCARBIDE AND FERROUS METALS",3255283,BUILDING PRODUCTS
CARBON REFRACTORY MATERIAL,3255286,BUILDING PRODUCTS
"CRUCIBLES, N.E.C.",3255289,BUILDING PRODUCTS
"CONDUITS, CONDUIT CONNECTIONS OR FITTINGS, FOR UNDERGROUND WORK, CLAY OR TERRA COTTA, SINGLE CELL, NOT LINED, CYLINDRICAL IN SHAPE",3259121,FOOD & BEVERAGES
"CONDUITS, CONDUIT CON- N.E.C.TIONS OR FITTINGS, FORUNDERGROUND WORK, CLAY ORTERRA COTTA, SINGLE CELL,NOT LINED, OCTAGONAL, SQUARE OR OBLONG IN SHAPE",3259124,FOOD & BEVERAGES
"CONDUITS, CONDUIT CONNECTIONS OR FITTINGS, FOR UNDERGROUND WORK, CLAY OR TERRA COTTA, MULTIPLE CELL, LINED",3259125,FOOD & BEVERAGES
"TILE, DRAIN, OR DRAIN TILE FITTINGS, CLAY, EARTHENWARE OR SHALE",3259220,FOOD & BEVERAGES
BUILDING TERRA COTTA,3259310,FOOD & BEVERAGES
"ROOFING TILE, N.E.C., CLAY OR EARTHEN",3259410,BUILDING PRODUCTS
STRUCTURAL BEAMS METAL REINFORCED,3259575,
"STRUCTURAL BEAMS, CHANNELS, DOUBLE TEES, GIRDERS OR JOISTS, METAL REINFORCED TILE",3259575,BUILDING PRODUCTS
"ANCHOR BONNETS, NOT REINFORCED",3259934,
"BALLS, CONDENSING OR FILTERING, CLAY",3259950,FOOD & BEVERAGES
"SEPTIC TANKS, CLAY",3259954,FOOD & BEVERAGES
"FIREPROOFING TILE, CLAY OR SHALE",3259965,FOOD & BEVERAGES
"SANITARY CLOSETS OR TOILETS, EARTHENWARE",3261110,BUILDING PRODUCTS
"BATH TUBS, CHINA OR EARTHENWARE",3261114,BUILDING PRODUCTS
"BIDETS, CHINA OR EARTHENWARE",3261118,BUILDING PRODUCTS
"LAVATORIES, CHINA OR EARTHENWARE",3261130,BUILDING PRODUCTS
"LAVATORY BASINS (BOWLS), CHINA OR EARTHENWARE",3261134,BUILDING PRODUCTS
"SINKS, CHINA OR EARTHENWARE",3261142,BUILDING PRODUCTS
"LAVATORY LEGS OR PEDESTALS, CHINA OR EARTHENWARE",3261152,BUILDING PRODUCTS
"WATER CLOSET BOWLS OR HOPPERS, CHINA OR EARTHENWARE",3261166,BUILDING PRODUCTS
"WATER CLOSET TANKS, CHINAOR EARTHENWARE",3261170,BUILDING PRODUCTS
"BATHROOM OR LAVATORY FIXTURES, N.E.C., CHINA OR PORCELAINWARE",3261190,BUILDING PRODUCTS
"CHINAWARE, EARTHENWARE, PORCELAINWARE OR STONEWARE, N.E.C.",3262110,FOOD & BEVERAGES
"EARTHENWARE OR STONEWARE,COMMON BROWN OR GRAY JUGWARE, CONSISTING OF BOWLS, CHURN BODIES, CROCKS, JARS, JUGS, PANS,PITCHERS OR POTS",3262115,FOOD & BEVERAGES
